ch1,ch2,ch3,ch4
812.7106323242188,793.7728881835938,824.3956298828125,821.1721801757812
808.6813354492188,793.3699340820312,823.99267578125,814.3223266601562
825.2014770507812,800.6226806640625,826.8131713867188,823.99267578125
839.3040161132812,807.069580078125,826.4102783203125,833.2600708007812
836.08056640625,801.8314819335938,820.3662719726562,828.4249267578125
820.7692260742188,799.010986328125,817.94873046875,819.5604248046875
811.098876953125,798.2051391601562,822.3809814453125,807.069580078125
828.4249267578125,800.6226806640625,822.7838745117188,815.93408203125
839.3040161132812,801.8314819335938,821.1721801757812,829.2307739257812
833.2600708007812,797.8021850585938,824.3956298828125,829.2307739257812
822.3809814453125,797.8021850585938,823.5897216796875,827.2161254882812
810.2930297851562,803.8461303710938,819.5604248046875,815.93408203125
821.1721801757812,812.3076782226562,819.96337890625,821.97802734375
831.2454223632812,816.7399291992188,823.1868286132812,831.2454223632812
823.5897216796875,819.5604248046875,823.1868286132812,830.03662109375
809.4871826171875,824.3956298828125,824.7985229492188,828.02197265625
799.8168334960938,823.5897216796875,822.7838745117188,807.87548828125
808.6813354492188,812.7106323242188,819.1575317382812,805.054931640625
828.4249267578125,805.4578857421875,827.2161254882812,834.06591796875
842.5274658203125,821.1721801757812,831.6483764648438,850.989013671875
816.3369750976562,827.2161254882812,818.3516235351562,822.3809814453125
796.5933837890625,821.97802734375,815.5311279296875,794.981689453125
814.7252807617188,825.2014770507812,817.94873046875,801.025634765625
838.901123046875,823.99267578125,815.93408203125,823.1868286132812
848.1685180664062,822.7838745117188,818.3516235351562,842.12451171875
828.8278198242188,817.94873046875,821.97802734375,832.8571166992188
814.3223266601562,814.3223266601562,823.5897216796875,814.7252807617188
828.02197265625,815.5311279296875,823.1868286132812,820.7692260742188
833.6630249023438,813.113525390625,821.1721801757812,826.8131713867188
826.00732421875,807.87548828125,820.7692260742188,828.8278198242188
822.3809814453125,808.2783813476562,821.5750732421875,830.8424682617188
811.5018310546875,811.90478515625,826.00732421875,820.3662719726562
815.5311279296875,810.6959838867188,825.6043701171875,819.96337890625
833.6630249023438,808.2783813476562,820.7692260742188,827.2161254882812
837.6923217773438,809.4871826171875,820.7692260742188,834.06591796875
822.7838745117188,803.8461303710938,819.1575317382812,828.02197265625
811.098876953125,799.8168334960938,818.3516235351562,811.098876953125
820.7692260742188,803.4432373046875,821.1721801757812,811.90478515625
828.8278198242188,805.4578857421875,820.7692260742188,823.99267578125
817.5457763671875,799.4139404296875,821.1721801757812,829.6337280273438
807.87548828125,794.5787353515625,821.1721801757812,832.4542236328125
800.6226806640625,798.6080322265625,815.93408203125,815.5311279296875
809.89013671875,805.8607788085938,813.91943359375,810.2930297851562
830.4395751953125,810.6959838867188,820.3662719726562,829.6337280273438
826.4102783203125,807.87548828125,823.99267578125,830.03662109375
808.6813354492188,803.8461303710938,822.7838745117188,821.5750732421875
797.8021850585938,802.6373901367188,819.5604248046875,806.6666870117188
803.040283203125,798.2051391601562,823.5897216796875,804.2490844726562
819.96337890625,793.3699340820312,825.2014770507812,818.7545776367188
825.6043701171875,794.981689453125,821.5750732421875,828.02197265625
817.94873046875,794.1758422851562,819.96337890625,831.2454223632812
803.8461303710938,788.937744140625,817.5457763671875,814.3223266601562
810.2930297851562,787.3259887695312,815.93408203125,807.069580078125
831.2454223632812,792.1611938476562,815.93408203125,823.5897216796875
832.4542236328125,795.3846435546875,816.3369750976562,832.8571166992188
822.3809814453125,791.3552856445312,815.5311279296875,835.6776733398438
807.069580078125,792.5640869140625,817.1428833007812,820.7692260742188
809.084228515625,799.010986328125,815.1282348632812,804.2490844726562
824.7985229492188,802.6373901367188,808.2783813476562,814.7252807617188
826.8131713867188,804.2490844726562,811.098876953125,824.3956298828125
820.3662719726562,805.4578857421875,815.93408203125,820.7692260742188
805.054931640625,811.5018310546875,817.5457763671875,806.6666870117188
805.054931640625,815.1282348632812,818.3516235351562,803.040283203125
819.96337890625,812.7106323242188,820.7692260742188,815.93408203125
818.3516235351562,813.113525390625,822.7838745117188,819.96337890625
807.87548828125,811.90478515625,821.5750732421875,822.3809814453125
793.7728881835938,813.5164794921875,821.5750732421875,814.3223266601562
797.3992919921875,810.6959838867188,823.1868286132812,807.069580078125
814.3223266601562,809.4871826171875,825.2014770507812,822.3809814453125
816.3369750976562,818.7545776367188,824.7985229492188,829.2307739257812
804.6520385742188,813.113525390625,826.00732421875,827.2161254882812
787.7289428710938,796.1904907226562,828.4249267578125,809.89013671875
787.3259887695312,792.5640869140625,823.99267578125,797.3992919921875
