ch1,ch2,ch3,ch4
819.1575317382812,809.89013671875,793.7728881835938,812.7106323242188
836.08056640625,796.996337890625,803.8461303710938,839.3040161132812
796.5933837890625,811.098876953125,798.6080322265625,786.923095703125
763.1502075195312,779.6703491210938,808.6813354492188,764.7619018554688
839.7069702148438,815.1282348632812,797.8021850585938,835.6776733398438
815.5311279296875,803.4432373046875,807.87548828125,817.5457763671875
763.1502075195312,790.5494384765625,805.054931640625,767.9853515625
768.7911987304688,788.5347900390625,803.4432373046875,775.6410522460938
803.4432373046875,795.3846435546875,800.2197875976562,801.025634765625
819.5604248046875,821.1721801757812,801.025634765625,814.7252807617188
771.6116943359375,789.7435913085938,803.4432373046875,776.8497924804688
778.4615478515625,812.7106323242188,803.4432373046875,780.4761962890625
836.08056640625,827.2161254882812,801.8314819335938,823.1868286132812
811.90478515625,815.1282348632812,798.6080322265625,803.4432373046875
753.4798583984375,795.3846435546875,803.4432373046875,762.7472534179688
809.084228515625,814.7252807617188,799.4139404296875,812.7106323242188
786.5201416015625,797.8021850585938,803.040283203125,786.5201416015625
810.6959838867188,789.3406372070312,803.4432373046875,824.3956298828125
818.3516235351562,808.6813354492188,798.6080322265625,819.1575317382812
775.2380981445312,813.113525390625,803.040283203125,775.2380981445312
798.6080322265625,771.6116943359375,799.8168334960938,799.010986328125
841.3186645507812,806.2637329101562,803.040283203125,840.5128173828125
780.879150390625,800.2197875976562,804.2490844726562,782.893798828125
778.4615478515625,789.7435913085938,796.996337890625,776.4468994140625
821.5750732421875,809.89013671875,799.8168334960938,813.5164794921875
818.7545776367188,817.5457763671875,799.8168334960938,812.3076782226562
776.4468994140625,782.087890625,803.4432373046875,772.8204956054688
798.2051391601562,800.6226806640625,801.025634765625,784.908447265625
826.8131713867188,806.6666870117188,791.7582397460938,822.3809814453125
811.098876953125,810.2930297851562,798.2051391601562,805.8607788085938
