ch1,ch2,ch3,ch4,Value
806.263732910156,796.996337890625,797.399291992187,842.12451171875,B
809.487182617187,800.622680664062,806.263732910156,786.1171875,B
838.09521484375,799.010986328125,796.593383789062,800.622680664062,B
832.857116699218,802.234436035156,800.219787597656,817.142883300781,B
770.402954101562,799.010986328125,798.608032226562,793.369934082031,B
822.783874511718,799.010986328125,801.025634765625,806.263732910156,B
785.311340332031,800.622680664062,797.399291992187,784.505493164062,B
828.02197265625,801.831481933593,798.205139160156,812.307678222656,B
794.578735351562,797.399291992187,801.428588867187,801.428588867187,B
786.1171875,792.967041015625,805.860778808593,800.622680664062,B
816.739929199218,804.249084472656,800.219787597656,801.428588867187,B
778.461547851562,794.578735351562,796.593383789062,775.238098144531,B
828.424926757812,803.846130371093,800.622680664062,805.860778808593,B
778.05859375,801.428588867187,786.520141601562,795.787536621093,B
815.93408203125,782.893798828125,803.040283203125,829.230773925781,B
781.282043457031,792.967041015625,807.069580078125,790.549438476562,B
821.172180175781,807.472534179687,792.564086914062,827.619018554687,B
818.351623535156,804.249084472656,793.772888183593,825.201477050781,B
815.93408203125,800.219787597656,794.981689453125,822.783874511718,B
815.128234863281,801.831481933593,796.593383789062,819.157531738281,B
811.90478515625,802.637390136718,795.787536621093,821.97802734375,B
811.501831054687,799.413940429687,794.175842285156,819.157531738281,B
811.501831054687,798.608032226562,796.190490722656,812.710632324218,B
805.457885742187,799.010986328125,797.399291992187,810.293029785156,B
798.608032226562,795.384643554687,798.205139160156,810.695983886718,B
793.772888183593,797.802185058593,794.175842285156,807.87548828125,B
793.772888183593,802.637390136718,794.175842285156,801.025634765625,B
792.967041015625,805.457885742187,799.816833496093,803.040283203125,B
789.340637207031,802.637390136718,800.219787597656,798.608032226562,B
790.146545410156,805.457885742187,798.608032226562,788.937744140625,B
788.937744140625,805.054931640625,801.831481933593,791.355285644531,B
784.908447265625,801.025634765625,803.443237304687,790.549438476562,B
780.879150390625,799.413940429687,799.413940429687,788.131896972656,B
778.864440917968,795.384643554687,800.219787597656,787.728942871093,B
780.0732421875,793.369934082031,804.652038574218,792.161193847656,B
780.0732421875,794.578735351562,805.457885742187,794.981689453125,B
783.699645996093,796.190490722656,803.443237304687,793.772888183593,B
784.1025390625,796.593383789062,806.263732910156,792.161193847656,B
785.714294433593,798.205139160156,807.472534179687,790.549438476562,B
788.937744140625,800.219787597656,807.069580078125,791.355285644531,B
793.369934082031,801.428588867187,807.069580078125,796.190490722656,B
792.564086914062,800.219787597656,802.234436035156,794.578735351562,B
795.384643554687,800.622680664062,803.040283203125,799.816833496093,B
798.205139160156,800.622680664062,806.666687011718,802.234436035156,B
790.549438476562,798.205139160156,799.816833496093,794.578735351562,B
790.549438476562,797.802185058593,796.190490722656,794.175842285156,B
795.787536621093,794.175842285156,801.025634765625,798.205139160156,B
795.384643554687,792.967041015625,802.637390136718,799.413940429687,B
796.190490722656,796.593383789062,800.219787597656,799.010986328125,B
793.772888183593,793.369934082031,798.608032226562,795.787536621093,B
798.205139160156,790.549438476562,801.428588867187,799.413940429687,B
804.249084472656,794.578735351562,805.860778808593,807.472534179687,B
802.234436035156,796.593383789062,801.428588867187,807.87548828125,B
807.069580078125,801.831481933593,798.205139160156,806.263732910156,B
808.278381347656,802.234436035156,796.593383789062,809.487182617187,B
804.249084472656,796.996337890625,795.787536621093,811.098876953125,B
807.87548828125,799.010986328125,796.996337890625,814.725280761718,B
816.739929199218,798.608032226562,795.787536621093,820.769226074218,B
813.91943359375,789.340637207031,795.384643554687,822.380981445312,B
814.725280761718,787.728942871093,792.564086914062,819.560424804687,B
820.769226074218,789.340637207031,792.161193847656,815.128234863281,B
812.710632324218,789.743591308593,796.190490722656,811.098876953125,B
815.128234863281,790.146545410156,798.608032226562,812.307678222656,B
822.380981445312,793.369934082031,790.549438476562,813.516479492187,B
812.710632324218,796.996337890625,788.937744140625,809.89013671875,B
817.545776367187,794.175842285156,795.384643554687,814.322326660156,B
821.97802734375,791.355285644531,792.564086914062,821.575073242187,B
822.783874511718,793.369934082031,792.564086914062,819.560424804687,B
839.304016113281,799.816833496093,794.578735351562,823.186828613281,B
836.08056640625,801.025634765625,792.564086914062,823.99267578125,B
820.366271972656,796.190490722656,799.413940429687,823.186828613281,B
826.00732421875,798.205139160156,797.399291992187,821.575073242187,B
818.351623535156,800.219787597656,795.384643554687,816.739929199218,B
815.93408203125,794.578735351562,795.384643554687,822.380981445312,B
829.633728027343,801.025634765625,794.981689453125,824.395629882812,B
829.633728027343,802.637390136718,793.772888183593,819.96337890625,B
823.589721679687,799.010986328125,789.743591308593,821.575073242187,B
826.00732421875,796.996337890625,793.772888183593,821.575073242187,B
830.03662109375,798.608032226562,796.996337890625,819.96337890625,B
823.99267578125,799.010986328125,794.981689453125,816.336975097656,B
818.754577636718,795.787536621093,793.369934082031,813.516479492187,B
819.96337890625,798.608032226562,799.816833496093,817.142883300781,B
815.93408203125,801.428588867187,803.846130371093,818.754577636718,B
810.293029785156,799.413940429687,803.040283203125,813.113525390625,B
811.501831054687,797.802185058593,803.040283203125,810.293029785156,B
805.860778808593,797.399291992187,800.622680664062,814.322326660156,B
802.234436035156,797.399291992187,799.816833496093,814.322326660156,B
801.025634765625,795.787536621093,799.010986328125,810.695983886718,B
