ch1,ch2,ch3,ch4
766.7765502929688,801.8314819335938,809.084228515625,804.6520385742188
821.5750732421875,799.010986328125,804.2490844726562,771.6116943359375
830.03662109375,794.1758422851562,802.2344360351562,795.3846435546875
807.4725341796875,792.967041015625,798.6080322265625,834.8717651367188
757.912109375,794.5787353515625,811.098876953125,824.3956298828125
789.7435913085938,792.967041015625,805.4578857421875,780.4761962890625
869.5238037109375,796.1904907226562,807.069580078125,797.8021850585938
820.7692260742188,800.2197875976562,813.5164794921875,828.8278198242188
775.6410522460938,797.3992919921875,806.2637329101562,836.4835205078125
784.5054931640625,797.8021850585938,800.6226806640625,778.8644409179688
844.945068359375,801.4285888671875,809.89013671875,786.1171875
842.12451171875,804.2490844726562,815.93408203125,823.1868286132812
780.0732421875,805.4578857421875,810.6959838867188,825.6043701171875
766.7765502929688,802.2344360351562,809.084228515625,802.2344360351562
833.6630249023438,807.4725341796875,809.4871826171875,785.7142944335938
830.03662109375,805.4578857421875,807.87548828125,791.7582397460938
775.6410522460938,803.4432373046875,812.3076782226562,817.5457763671875
762.3442993164062,802.2344360351562,808.2783813476562,805.4578857421875
813.91943359375,797.3992919921875,808.2783813476562,777.6557006835938
865.8974609375,804.6520385742188,812.7106323242188,801.8314819335938
811.90478515625,805.8607788085938,804.2490844726562,832.4542236328125
763.1502075195312,807.069580078125,802.6373901367188,822.3809814453125
797.8021850585938,805.8607788085938,807.4725341796875,780.4761962890625
829.2307739257812,799.010986328125,812.7106323242188,776.8497924804688
824.3956298828125,796.996337890625,811.098876953125,830.4395751953125
777.2527465820312,810.6959838867188,809.4871826171875,829.6337280273438
777.6557006835938,799.8168334960938,815.1282348632812,787.3259887695312
852.6007080078125,800.6226806640625,807.069580078125,776.0439453125
841.3186645507812,805.4578857421875,812.7106323242188,824.3956298828125
803.8461303710938,806.2637329101562,811.098876953125,846.5567626953125
779.2673950195312,806.2637329101562,809.4871826171875,801.4285888671875
837.2893676757812,797.3992919921875,801.8314819335938,778.4615478515625
846.5567626953125,807.069580078125,811.098876953125,811.90478515625
800.2197875976562,806.2637329101562,795.3846435546875,827.6190185546875
773.2234497070312,806.6666870117188,808.2783813476562,821.97802734375
811.098876953125,807.4725341796875,803.040283203125,774.8351440429688
862.2710571289062,807.4725341796875,807.069580078125,794.5787353515625
832.4542236328125,812.7106323242188,812.3076782226562,825.2014770507812
780.879150390625,801.025634765625,801.8314819335938,829.2307739257812
800.6226806640625,804.2490844726562,799.4139404296875,801.025634765625
861.4652099609375,801.8314819335938,801.4285888671875,792.967041015625
841.7216186523438,803.4432373046875,804.2490844726562,828.8278198242188
773.2234497070312,799.4139404296875,806.6666870117188,828.8278198242188
765.970703125,788.1318969726562,818.3516235351562,798.2051391601562
836.08056640625,791.7582397460938,804.2490844726562,781.2820434570312
832.4542236328125,794.981689453125,803.4432373046875,815.5311279296875
796.996337890625,799.010986328125,816.3369750976562,835.6776733398438
621.7216186523438,800.6226806640625,802.6373901367188,803.4432373046875
846.959716796875,806.2637329101562,809.4871826171875,769.5970458984375
882.0146484375,805.054931640625,809.89013671875,799.010986328125
834.4688720703125,794.981689453125,815.1282348632812,827.6190185546875
776.4468994140625,788.5347900390625,818.3516235351562,821.5750732421875
802.2344360351562,813.91943359375,817.5457763671875,787.3259887695312
