ch1,ch2,ch3,ch4,tag,name
815.934082,855.4212646,828.8278198,838.901123,F,AG
811.098877,828.4249268,833.2600708,826.4102783,F,AG
813.9194336,829.633728,818.7545776,821.9780273,F,AG
822.7838745,812.3076782,801.8314819,837.2893677,F,AG
848.1685181,800.6226807,803.4432373,849.3773193,F,AG
823.9926758,812.7106323,820.366272,827.2161255,F,AG
829.2307739,802.234436,823.5897217,837.2893677,F,AG
828.4249268,813.5164795,815.934082,830.0366211,F,AG
831.2454224,811.098877,813.5164795,840.9157715,F,AG
807.0695801,804.2490845,823.5897217,826.8131714,F,AG
816.3369751,790.5494385,813.1135254,844.9450684,F,AG
838.4981689,807.0695801,808.2783813,831.2454224,F,AG
831.2454224,801.0256348,801.0256348,832.8571167,F,AG
828.4249268,803.8461304,822.7838745,840.1098633,F,AG
825.6043701,799.8168335,805.0549316,823.9926758,F,AG
840.9157715,825.6043701,834.8717651,852.600708,F,AG
825.2014771,845.7509155,832.0512695,840.9157715,F,AG
786.9230957,831.2454224,822.7838745,791.7582397,F,AG
807.4725342,833.2600708,831.2454224,818.3516235,F,AG
778.0585938,819.9633789,816.3369751,811.9047852,F,AG
828.4249268,832.4542236,833.2600708,855.8241577,F,AG
830.0366211,805.4578857,806.666687,820.7692261,F,AG
826.0073242,799.8168335,807.0695801,825.2014771,F,AG
838.4981689,838.901123,826.4102783,835.2747192,F,AG
823.1868286,827.2161255,842.5274658,849.7802124,F,AG
799.4139404,846.5567627,849.3773193,821.9780273,F,AG
801.8314819,862.6740112,842.5274658,788.53479,F,AG
801.4285889,857.4359131,835.2747192,801.0256348,F,AG
787.3259888,838.4981689,841.7216187,800.2197876,F,AG
799.0109863,820.7692261,842.1245117,814.7252808,F,AG
816.3369751,808.6813354,821.5750732,788.131897,F,AG
785.7142944,810.6959839,840.9157715,834.8717651,F,AG
799.4139404,811.5018311,823.5897217,835.6776733,F,AG
809.0842285,811.5018311,823.9926758,810.2930298,F,AG
793.3699341,836.4835205,830.0366211,816.7399292,F,AG
806.666687,822.3809814,835.6776733,803.8461304,F,AG
845.3479614,823.1868286,822.7838745,821.9780273,F,AG
818.7545776,815.934082,797.8021851,824.7985229,F,AG
806.2637329,813.1135254,819.5604248,811.098877,F,AG
829.633728,737.765564,822.3809814,823.9926758,F,AG
818.7545776,816.7399292,799.4139404,819.9633789,F,AG
802.234436,836.4835205,804.2490845,805.8607788,F,AG
