ch1,ch2,ch3,ch4
847.3626098632812,813.5164794921875,834.8717651367188,828.8278198242188
805.4578857421875,802.2344360351562,833.2600708007812,823.99267578125
835.6776733398438,811.098876953125,819.5604248046875,825.2014770507812
808.2783813476562,805.8607788085938,821.97802734375,825.6043701171875
843.7362670898438,830.4395751953125,841.3186645507812,850.1831665039062
803.4432373046875,795.7875366210938,828.02197265625,819.96337890625
815.5311279296875,828.8278198242188,853.4066162109375,831.6483764648438
786.1171875,809.084228515625,810.2930297851562,812.7106323242188
805.054931640625,789.7435913085938,805.054931640625,830.03662109375
796.996337890625,811.90478515625,804.2490844726562,817.94873046875
822.3809814453125,807.069580078125,811.90478515625,801.8314819335938
790.5494384765625,785.7142944335938,798.2051391601562,803.040283203125
826.4102783203125,814.7252807617188,809.89013671875,807.069580078125
826.4102783203125,805.054931640625,788.937744140625,811.90478515625
823.1868286132812,819.96337890625,807.4725341796875,817.5457763671875
815.1282348632812,795.3846435546875,790.5494384765625,811.5018310546875
804.6520385742188,790.5494384765625,804.6520385742188,799.4139404296875
797.3992919921875,775.6410522460938,781.2820434570312,779.6703491210938
798.6080322265625,794.5787353515625,793.7728881835938,805.8607788085938
806.6666870117188,761.94140625,800.6226806640625,809.89013671875
793.7728881835938,781.6849975585938,800.2197875976562,786.923095703125
798.2051391601562,827.6190185546875,808.2783813476562,790.952392578125
810.2930297851562,805.054931640625,812.3076782226562,809.89013671875
818.3516235351562,840.5128173828125,828.8278198242188,826.00732421875
809.89013671875,800.2197875976562,816.3369750976562,834.8717651367188
828.02197265625,803.4432373046875,804.2490844726562,808.2783813476562
801.025634765625,774.029296875,803.8461303710938,815.1282348632812
866.7033081054688,872.3442993164062,862.6740112304688,852.1978149414062
769.5970458984375,787.3259887695312,794.981689453125,801.025634765625
826.00732421875,832.05126953125,826.00732421875,832.05126953125
821.97802734375,812.7106323242188,811.098876953125,818.7545776367188
802.2344360351562,788.1318969726562,801.8314819335938,820.7692260742188
800.2197875976562,810.2930297851562,808.6813354492188,794.5787353515625
812.3076782226562,822.7838745117188,809.4871826171875,796.996337890625
782.087890625,799.010986328125,802.2344360351562,789.7435913085938
819.1575317382812,802.6373901367188,822.3809814453125,832.8571166992188
818.3516235351562,788.5347900390625,811.90478515625,817.1428833007812
788.1318969726562,806.2637329101562,791.7582397460938,811.90478515625
794.981689453125,782.087890625,790.1465454101562,799.8168334960938
801.025634765625,784.1025390625,798.6080322265625,808.2783813476562
795.3846435546875,803.8461303710938,812.7106323242188,821.5750732421875
796.5933837890625,795.3846435546875,796.996337890625,801.4285888671875
782.893798828125,817.1428833007812,807.4725341796875,790.5494384765625
806.2637329101562,807.069580078125,827.6190185546875,846.5567626953125
790.1465454101562,796.5933837890625,807.87548828125,805.054931640625
806.2637329101562,790.952392578125,813.5164794921875,817.5457763671875
794.981689453125,807.87548828125,805.054931640625,813.5164794921875
820.3662719726562,804.2490844726562,820.7692260742188,833.6630249023438
818.3516235351562,753.076904296875,805.4578857421875,811.098876953125
821.97802734375,759.5238037109375,809.4871826171875,814.7252807617188
813.5164794921875,781.2820434570312,815.1282348632812,799.4139404296875
835.2747192382812,753.4798583984375,822.3809814453125,857.4359130859375
753.8828125,822.3809814453125,822.7838745117188,826.00732421875
876.3735961914062,806.6666870117188,818.3516235351562,839.3040161132812
849.7802124023438,790.5494384765625,817.5457763671875,843.7362670898438
836.08056640625,752.6740112304688,817.94873046875,832.4542236328125
772.0146484375,898.937744140625,788.1318969726562,761.5384521484375
787.7289428710938,734.945068359375,787.3259887695312,803.040283203125
933.1868286132812,1012.5640869140625,913.040283203125,917.069580078125
791.3552856445312,841.7216186523438,795.7875366210938,800.6226806640625
817.94873046875,826.00732421875,794.1758422851562,796.1904907226562
830.8424682617188,827.2161254882812,801.4285888671875,826.00732421875
664.4322509765625,825.2014770507812,849.7802124023438,853.003662109375
852.1978149414062,820.7692260742188,828.4249267578125,841.7216186523438
815.1282348632812,797.8021850585938,796.5933837890625,792.5640869140625
825.2014770507812,789.3406372070312,810.6959838867188,809.89013671875
778.4615478515625,770.0,799.4139404296875,803.040283203125
841.7216186523438,757.106201171875,805.8607788085938,811.5018310546875
832.8571166992188,755.091552734375,779.2673950195312,764.3589477539062
823.1868286132812,761.1355590820312,796.996337890625,796.996337890625
830.4395751953125,788.937744140625,822.3809814453125,842.12451171875
813.113525390625,782.4908447265625,808.6813354492188,817.5457763671875
793.7728881835938,786.923095703125,801.4285888671875,809.084228515625
791.3552856445312,808.6813354492188,799.4139404296875,790.1465454101562
547.5823974609375,792.967041015625,812.7106323242188,837.6923217773438
687.3992919921875,817.5457763671875,801.4285888671875,813.113525390625
882.0146484375,836.08056640625,809.4871826171875,795.3846435546875
881.6116943359375,809.084228515625,799.010986328125,839.3040161132812
874.3589477539062,783.2966918945312,814.3223266601562,828.8278198242188
836.08056640625,777.2527465820312,797.8021850585938,800.2197875976562
801.4285888671875,776.0439453125,801.4285888671875,770.8058471679688
798.2051391601562,767.5823974609375,801.025634765625,795.3846435546875
798.2051391601562,801.4285888671875,811.90478515625,796.5933837890625
775.6410522460938,811.5018310546875,795.7875366210938,789.7435913085938
818.3516235351562,806.2637329101562,818.7545776367188,826.00732421875
807.069580078125,792.1611938476562,798.6080322265625,790.952392578125
807.069580078125,799.8168334960938,811.098876953125,805.4578857421875
823.1868286132812,803.4432373046875,807.069580078125,810.6959838867188
830.03662109375,793.7728881835938,805.8607788085938,812.7106323242188
805.054931640625,804.2490844726562,799.010986328125,802.2344360351562
795.3846435546875,813.5164794921875,797.3992919921875,783.6996459960938
809.4871826171875,786.1171875,805.8607788085938,815.93408203125
847.7655639648438,799.010986328125,804.6520385742188,809.4871826171875
808.2783813476562,795.3846435546875,807.4725341796875,805.054931640625
805.8607788085938,787.7289428710938,794.5787353515625,800.2197875976562
806.6666870117188,774.4322509765625,813.113525390625,821.1721801757812
817.94873046875,787.3259887695312,801.025634765625,808.2783813476562
763.9560546875,799.4139404296875,819.96337890625,813.91943359375
830.8424682617188,748.2417602539062,808.2783813476562,805.8607788085938
811.90478515625,763.1502075195312,796.1904907226562,792.1611938476562
832.8571166992188,802.2344360351562,810.2930297851562,802.6373901367188
811.098876953125,785.7142944335938,803.040283203125,811.5018310546875
