ch1,ch2,ch3,ch4
815.93408203125,791.3552856445312,816.3369750976562,823.1868286132812
820.3662719726562,782.087890625,811.5018310546875,819.1575317382812
823.5897216796875,796.996337890625,813.5164794921875,839.7069702148438
825.2014770507812,792.1611938476562,821.1721801757812,830.8424682617188
833.2600708007812,793.7728881835938,811.5018310546875,820.7692260742188
806.2637329101562,791.3552856445312,815.1282348632812,804.6520385742188
800.6226806640625,796.996337890625,811.5018310546875,804.2490844726562
823.99267578125,810.2930297851562,827.6190185546875,844.945068359375
819.5604248046875,808.2783813476562,829.6337280273438,819.1575317382812
800.2197875976562,799.4139404296875,817.5457763671875,815.93408203125
821.97802734375,797.8021850585938,821.1721801757812,823.1868286132812
794.5787353515625,795.3846435546875,823.99267578125,803.040283203125
820.3662719726562,795.7875366210938,813.113525390625,823.99267578125
802.6373901367188,792.967041015625,809.084228515625,807.87548828125
823.99267578125,788.1318969726562,812.7106323242188,829.6337280273438
816.3369750976562,794.1758422851562,818.7545776367188,823.1868286132812
828.8278198242188,790.952392578125,809.084228515625,837.6923217773438
816.7399291992188,796.996337890625,819.5604248046875,823.5897216796875
816.3369750976562,794.5787353515625,814.7252807617188,810.6959838867188
814.7252807617188,792.967041015625,813.91943359375,829.2307739257812
831.2454223632812,790.5494384765625,818.3516235351562,847.7655639648438
812.3076782226562,788.5347900390625,822.7838745117188,820.7692260742188
811.098876953125,793.7728881835938,814.3223266601562,809.89013671875
811.90478515625,790.5494384765625,807.87548828125,817.1428833007812
817.5457763671875,798.6080322265625,815.5311279296875,826.8131713867188
823.99267578125,812.3076782226562,815.93408203125,837.6923217773438
819.96337890625,794.981689453125,817.94873046875,814.3223266601562
803.040283203125,800.2197875976562,813.91943359375,796.996337890625
823.5897216796875,796.1904907226562,814.3223266601562,823.5897216796875
809.084228515625,790.1465454101562,820.7692260742188,820.3662719726562
823.1868286132812,786.1171875,815.1282348632812,838.4981689453125
809.084228515625,790.952392578125,796.996337890625,824.7985229492188
809.89013671875,787.7289428710938,822.3809814453125,806.6666870117188
817.1428833007812,789.3406372070312,815.1282348632812,823.5897216796875
797.3992919921875,792.5640869140625,813.91943359375,813.91943359375
818.3516235351562,796.1904907226562,813.91943359375,829.2307739257812
812.3076782226562,793.3699340820312,820.7692260742188,810.6959838867188
815.5311279296875,785.7142944335938,813.113525390625,813.113525390625
823.1868286132812,796.996337890625,814.3223266601562,826.4102783203125
815.93408203125,794.5787353515625,813.91943359375,816.3369750976562
814.3223266601562,801.4285888671875,816.7399291992188,807.4725341796875
818.3516235351562,791.3552856445312,814.3223266601562,806.6666870117188
804.6520385742188,796.996337890625,813.113525390625,806.6666870117188
813.5164794921875,788.1318969726562,813.113525390625,821.1721801757812
818.7545776367188,798.2051391601562,811.098876953125,823.99267578125
827.2161254882812,802.6373901367188,818.3516235351562,812.7106323242188
817.94873046875,786.5201416015625,811.098876953125,827.2161254882812
807.069580078125,796.996337890625,816.3369750976562,826.00732421875
811.098876953125,794.5787353515625,826.4102783203125,814.7252807617188
811.098876953125,790.1465454101562,814.7252807617188,807.4725341796875
805.4578857421875,793.7728881835938,814.7252807617188,811.90478515625
816.3369750976562,792.967041015625,809.89013671875,828.4249267578125
815.1282348632812,794.5787353515625,821.5750732421875,816.3369750976562
817.94873046875,792.967041015625,809.084228515625,803.4432373046875
817.1428833007812,788.1318969726562,817.94873046875,812.7106323242188
815.93408203125,791.7582397460938,815.5311279296875,824.3956298828125
815.5311279296875,795.7875366210938,814.3223266601562,826.00732421875
818.3516235351562,796.5933837890625,811.098876953125,817.1428833007812
819.1575317382812,796.1904907226562,819.96337890625,805.4578857421875
807.4725341796875,797.3992919921875,817.1428833007812,808.2783813476562
811.098876953125,798.6080322265625,804.2490844726562,830.4395751953125
821.97802734375,795.3846435546875,810.6959838867188,832.05126953125
800.6226806640625,794.1758422851562,814.3223266601562,793.7728881835938
817.5457763671875,786.1171875,817.5457763671875,827.2161254882812
817.94873046875,785.7142944335938,810.2930297851562,826.00732421875
815.93408203125,790.1465454101562,810.2930297851562,809.4871826171875
806.2637329101562,778.4615478515625,822.7838745117188,805.8607788085938
820.7692260742188,802.2344360351562,809.084228515625,825.6043701171875
807.069580078125,799.4139404296875,814.7252807617188,813.5164794921875
819.5604248046875,802.6373901367188,793.7728881835938,802.2344360351562
813.91943359375,780.879150390625,802.2344360351562,812.7106323242188
817.94873046875,779.2673950195312,808.6813354492188,814.3223266601562
815.93408203125,786.1171875,811.5018310546875,822.7838745117188
819.1575317382812,785.3113403320312,808.6813354492188,821.1721801757812
789.3406372070312,795.3846435546875,815.1282348632812,798.2051391601562
809.4871826171875,786.1171875,809.084228515625,809.4871826171875
822.3809814453125,788.937744140625,815.1282348632812,819.1575317382812
811.90478515625,791.7582397460938,810.2930297851562,820.7692260742188
807.069580078125,801.025634765625,819.5604248046875,807.069580078125
815.93408203125,794.1758422851562,817.5457763671875,814.3223266601562
810.6959838867188,798.6080322265625,815.93408203125,817.94873046875
812.7106323242188,793.3699340820312,821.1721801757812,829.2307739257812
790.952392578125,798.2051391601562,814.7252807617188,796.1904907226562
